Month,Year,Region,Population,Pulmonary Tuberculosis,"Other Forms, Tuberculosis",Typhoid Fever,Diptheria and Croup,Scarlet Fever,Measles,Whooping Cough,Lobar and Broncho Pneumonia,"Diarrhea and Enteritis, Under 2 Years",Cerebro-Spinal Fever,Acute Anterior Poliomyelitis,Influenza,Puerperal Septicemia,Cancer,External Causes,Smallpox
April,1913,"Cities, population 10,000 to 20,000",211362,23,2,5,2,3,15,5,35,20,0,0,2,2,14,23,0
April,1913,"Cities, population 5,000 to 10,000",338032,41,11,2,5,1,21,8,34,7,0,0,8,0,23,27,0
May,1913,Indiana (statewide),2769710,317,67,32,30,20,91,41,182,46,4,3,26,17,194,212,0
May,1913,Northern counties,962039,79,24,18,8,8,34,16,85,25,1,0,8,4,72,83,0
May,1913,Central counties,1139717,141,28,11,15,8,29,19,66,11,0,2,10,7,84,83,0
May,1913,Southern counties,667954,97,15,3,7,4,28,6,31,10,3,1,8,6,38,46,0
May,1913,"Urban, population over 5,000",1221371,174,27,19,19,17,44,26,121,34,2,0,13,8,77,112,0
May,1913,"Rural, population under 5,000",1548339,143,40,13,11,3,47,15,61,12,2,3,13,9,117,100,0
May,1913,"Cities, population over 100,000",246546,51,9,3,10,4,7,7,26,2,0,0,2,3,10,15,0
May,1913,"Cities, population 45,000 to 100,000",260199,28,4,4,1,4,6,3,26,4,2,0,1,1,14,30,0
May,1913,"Cities, population 20,000 to 45,000",165232,29,4,3,3,4,2,5,17,8,0,0,1,2,12,25,0
May,1913,"Cities, population 10,000 to 20,000",211362,28,4,5,3,3,20,5,30,12,0,0,1,1,10,26,0
May,1913,"Cities, population 5,000 to 10,000",338032,38,6,4,2,2,9,6,22,8,0,0,8,1,31,16,0
June,1913,Indiana (statewide),2769710,289,49,25,21,16,49,34,83,106,0,0,8,20,166,301,1
June,1913,Northern counties,962039,73,12,7,7,7,24,7,36,37,0,0,1,6,63,132,1
June,1913,Central counties,1139717,142,24,9,7,9,15,19,32,26,0,0,4,9,65,119,0
June,1913,Southern counties,667954,74,13,9,7,0,10,8,15,43,0,0,3,5,38,50,0
June,1913,"Urban, population over 5,000",1221371,174,20,15,14,12,30,15,59,56,0,0,5,14,90,160,0
June,1913,"Rural, population under 5,000",1548339,115,29,10,7,4,19,19,24,50,0,0,3,6,76,141,0
June,1913,"Cities, population over 100,000",246546,45,6,3,1,3,3,4,16,6,0,0,2,3,18,36,0
June,1913,"Cities, population 45,000 to 100,000",260199,35,2,4,7,5,9,0,14,16,0,0,0,1,17,33,0
June,1913,"Cities, population 20,000 to 45,000",165232,21,2,1,1,1,1,4,8,12,0,0,2,2,7,27,0
June,1913,"Cities, population 10,000 to 20,000",211362,25,0,5,1,3,7,0,13,8,0,0,0,4,14,28,0
June,1913,"Cities, population 5,000 to 10,000",338032,48,10,2,4,0,10,7,8,14,0,0,1,4,34,36,0
July,1913,Indiana (statewide),2769710,268,52,47,20,4,16,32,80,329,0,8,4,15,188,328,1
July,1913,Northern counties,962039,52,12,12,9,2,8,8,22,110,0,2,3,5,68,121,0
July,1913,Central counties,1139717,132,24,11,7,2,5,12,37,121,0,2,1,7,70,125,0
July,1913,Southern counties,667954,84,16,24,4,0,3,12,21,98,0,4,0,3,50,82,1
July,1913,"Urban, population over 5,000",1221371,124,30,22,11,3,13,23,44,202,0,3,1,8,83,189,1
July,1913,"Rural, population under 5,000",1548339,144,22,25,9,1,3,9,36,127,0,5,3,7,105,139,0
July,1913,"Cities, population over 100,000",246546,37,6,3,0,1,3,6,12,29,0,1,0,1,15,38,0
July,1913,"Cities, population 45,000 to 100,000",260199,21,6,5,4,0,1,2,7,39,0,0,0,2,13,42,0
July,1913,"Cities, population 20,000 to 45,000",165232,21,4,5,1,2,3,7,6,47,0,0,0,1,9,28,0
July,1913,"Cities, population 10,000 to 20,000",211362,12,1,4,5,0,4,1,7,41,0,1,1,2,11,35,1
July,1913,"Cities, population 5,000 to 10,000",338032,33,13,5,1,0,2,7,12,46,0,1,0,2,35,46,0
August,1913,Indiana (statewide),2769710,242,81,112,36,6,10,30,54,405,4,6,2,16,193,320,0
August,1913,Northern counties,962039,72,17,28,19,3,1,11,14,182,2,1,0,4,63,115,0
August,1913,Central counties,1139717,106,41,41,10,2,4,10,28,140,0,4,2,9,92,133,0
August,1913,Southern counties,667954,64,23,43,7,1,5,9,12,83,2,1,0,3,38,72,0
August,1913,"Urban, population over 5,000",1221371,107,52,47,21,3,5,19,30,270,3,2,1,11,101,171,0
August,1913,"Rural, population under 5,000",1548339,135,29,65,15,3,5,11,24,135,1,4,1,5,92,149,0
August,1913,"Cities, population over 100,000",246546,23,14,14,2,0,2,4,9,32,0,1,1,3,23,39,0
August,1913,"Cities, population 45,000 to 100,000",260199,16,7,8,6,2,1,7,4,57,1,1,0,1,23,34,0
August,1913,"Cities, population 20,000 to 45,000",165232,13,9,5,1,0,0,5,3,60,0,0,0,1,12,33,0
August,1913,"Cities, population 10,000 to 20,000",211362,25,6,4,7,0,0,1,8,69,0,0,0,4,11,36,0
August,1913,"Cities, population 5,000 to 10,000",338032,30,16,16,5,1,2,2,6,52,2,0,0,2,32,29,0
September,1913,Indiana (statewide),2769710,227,48,106,45,8,2,19,72,316,3,5,4,13,200,238,0
September,1913,Northern counties,962039,57,14,26,19,6,0,6,26,153,1,1,0,3,71,73,0
September,1913,Central counties,1139717,108,23,47,11,1,1,5,28,98,0,3,4,7,84,107,0
September,1913,Southern counties,667954,62,11,33,15,1,1,8,18,65,2,1,0,3,45,58,0
September,1913,"Urban, population over 5,000",1221371,100,28,43,20,5,0,8,47,188,1,4,1,4,97,141,0
September,1913,"Rural, population under 5,000",1548339,127,20,63,25,3,2,11,25,128,2,1,3,9,103,97,0
September,1913,"Cities, population over 100,000",246546,31,10,9,1,1,0,0,14,11,0,1,0,0,21,33,0
September,1913,"Cities, population 45,000 to 100,000",260199,16,4,7,5,1,0,1,8,32,0,1,0,2,17,39,0
September,1913,"Cities, population 20,000 to 45,000",165232,8,3,8,1,0,0,3,12,40,0,0,0,1,13,22,0
September,1913,"Cities, population 10,000 to 20,000",211362,13,6,5,6,3,0,0,4,61,0,0,0,0,19,15,0
September,1913,"Cities, population 5,000 to 10,000",338032,32,5,14,7,0,0,3,9,45,1,1,1,1,27,32,0
October,1913,Indiana (statewide),2769710,219,61,126,61,11,2,10,121,232,1,4,6,7,172,218,3
October,1913,Northern counties,962039,58,19,41,13,5,1,4,44,77,0,3,2,2,64,72,3
October,1913,Central counties,1139717,103,29,48,30,3,0,2,49,87,0,0,4,2,77,100,0
October,1913,Southern counties,667954,58,13,37,18,3,1,4,28,68,1,1,0,3,31,46,0
October,1913,"Urban, population over 5,000",1221371,100,31,62,28,5,1,7,61,132,1,3,2,5,93,125,1
October,1913,"Rural, population under 5,000",1548339,119,30,64,33,6,1,3,60,100,0,1,4,2,79,93,2
October,1913,"Cities, population over 100,000",246546,32,7,10,5,1,0,1,13,17,0,0,0,1,21,29,0
October,1913,"Cities, population 45,000 to 100,000",260199,15,9,12,5,2,0,1,10,20,0,2,0,1,21,19,0
October,1913,"Cities, population 20,000 to 45,000",165232,9,7,11,3,0,1,1,10,26,0,0,0,0,9,23,0
October,1913,"Cities, population 10,000 to 20,000",211362,12,5,11,4,1,0,3,12,29,0,0,1,2,15,22,1
October,1913,"Cities, population 5,000 to 10,000",338032,32,3,18,11,1,0,1,16,40,1,1,1,1,27,32,0
November,1913,Indiana (statewide),2769710,236,50,80,72,13,3,14,185,78,2,2,16,13,165,230,4
November,1913,Northern counties,962039,58,15,28,21,6,2,7,53,32,1,0,2,5,59,89,3
November,1913,Central counties,1139717,107,24,24,32,2,1,3,81,21,0,2,7,5,69,87,0
November,1913,Southern counties,667954,71,11,28,19,5,0,4,51,25,1,0,7,3,37,54,1
November,1913,"Urban, population over 5,000",1221371,133,23,42,41,5,3,6,112,49,0,1,10,8,88,132,2
November,1913,"Rural, population under 5,000",1548339,103,27,38,31,8,0,8,73,29,2,1,6,5,77,98,2
November,1913,"Cities, population over 100,000",246546,47,11,8,9,1,0,1,28,3,0,0,0,1,22,32,0
November,1913,"Cities, population 45,000 to 100,000",260199,27,2,9,11,1,1,1,27,9,0,0,1,1,18,25,2
November,1913,"Cities, population 20,000 to 45,000",165232,13,2,2,3,0,2,1,17,6,0,1,5,2,6,21,0
November,1913,"Cities, population 10,000 to 20,000",211362,17,4,12,7,1,0,1,19,19,0,0,0,1,15,24,0
November,1913,"Cities, population 5,000 to 10,000",338032,29,4,11,11,2,0,2,21,12,0,0,4,3,27,30,0
December,1913,Indiana (statewide),2769710,266,36,60,50,13,9,14,238,49,0,0,21,16,142,209,0
December,1913,Northern counties,962039,74,5,16,15,4,1,3,79,21,0,0,8,7,55,73,0
December,1913,Central counties,1139717,114,22,25,23,7,4,3,112,15,0,0,7,6,59,92,0
December,1913,Southern counties,667954,78,9,19,12,2,4,8,47,13,0,0,6,3,28,44,0
December,1913,"Urban, population over 5,000",1221371,151,24,33,27,8,3,3,124,29,0,0,9,6,71,112,0
December,1913,"Rural, population under 5,000",1548339,115,12,27,23,5,6,11,114,20,0,0,12,10,71,97,0
December,1913,"Cities, population over 100,000",246546,27,7,6,5,0,0,0,23,4,0,0,4,0,18,26,0
December,1913,"Cities, population 45,000 to 100,000",260199,30,5,9,9,2,0,0,29,4,0,0,0,1,15,21,0
December,1913,"Cities, population 20,000 to 45,000",165232,23,5,4,3,3,0,1,26,5,0,0,1,1,6,21,0
December,1913,"Cities, population 10,000 to 20,000",211362,26,1,6,3,1,0,1,25,7,0,0,1,2,12,19,0
December,1913,"Cities, population 5,000 to 10,000",338032,45,6,8,7,2,3,1,21,9,0,0,3,2,20,25,0
